0 0
10 0
20 0
30 0
40 0
50 0
60 0
70 0
80 0
90 0
100 1
110 4
120 2
130 11
140 20
150 21
160 34
170 38
180 47
190 59
200 73
210 82
220 102
230 130
240 185
250 129
260 127
270 104
280 99
290 82
300 95
310 68
320 72
330 64
340 64
350 54
360 46
370 54
380 44
390 32
400 18
410 18
420 12
430 0
440 1
450 2
460 1
470 2
480 0
490 0
500 1
510 0
520 0
530 0
540 0
550 0
560 1
570 1
580 0
590 0
600 1
610 0
620 0
630 0
640 0
650 1
660 0
670 0
680 0
690 0
700 0
710 0
720 0
730 0
740 0
750 0
760 1
770 0
780 0
790 1
800 1
810 0
820 0
830 0
840 0
850 0
860 0
870 0
880 0
890 0
900 0
910 0
920 0
930 0
940 1
950 0
960 0
970 0
980 0
990 0
1000 0
1010 0
1020 0
1030 0
1040 0
1050 0
1060 1
1070 0
1080 0
1090 0
1100 0
1110 0
1120 0
1130 0
1140 0
1150 0
1160 1
1170 0
1180 0
1190 0
1200 0
1210 0
1220 0
1230 0
1240 0
1250 0
1260 0
1270 0
1280 0
1290 0
1300 0
1310 0
1320 0
1330 0
1340 0
1350 0
1360 0
1370 0
1380 0
1390 0
1400 0
1410 0
1420 0
1430 0
1440 0
1450 0
1460 0
1470 0
1480 0
1490 0
1500 0
1510 0
1520 0
1530 0
1540 0
1550 0
1560 0
1570 0
1580 0
1590 0
1600 0
1610 0
1620 0
1630 0
1640 1
